"samplingProtocol","year","custom_cycle","custom_unitCode","custom_plantCommunity","custom_samplingFrame","custom_transectType","custom_transectNumber","decimalLatitude","decimalLongitude","geodeticDatum","Date","recordedBy","eventRemarks","custom_segment","occurrenceRemarks","custom_coverClass","custom_dead","custom_cf","identificationQualifier","custom_speciesCode","scientificName","vernacularName","custom_lifeForm","establishmentMeans","custom_certified","custom_certifiedBy","custom_certifiedDate","eventID","locationID"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","1",19.386043,-155.229628,"EPSG: 4326","2010-11-15","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"0 - 20",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104121500-709037899.971008","20110104121020-533424019.813538"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","100 - 120",NA,"1",0,0,NA,"PASEDU","Passiflora edulis","passionfruit","Vine","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","100 - 120",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","120 - 140",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","120 - 140",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","140 - 160",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","140 - 160",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","140 - 160",NA,"1",0,0,NA,"PASEDU","Passiflora edulis","passionfruit","Vine","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","140 - 160",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","160 - 180",NA,"2",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","160 - 180",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","180 - 200",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","180 - 200",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","180 - 200",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","200 - 220",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","200 - 220",NA,"5",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","220 - 240",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","220 - 240",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","240 - 260",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","240 - 260",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","240 - 260",NA,"2",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","240 - 260",NA,"2",0,0,NA,"PASEDU","Passiflora edulis","passionfruit","Vine","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","260 - 280",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","260 - 280",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","280 - 300",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","280 - 300",NA,"1",-1,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","300 - 320",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","300 - 320",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","300 - 320",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","320 - 340",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","320 - 340",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","320 - 340",NA,"1",0,0,NA,"PHATAN1","Phaius tankervilleae","chinese ground orchid",NA,"Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","320 - 340",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","340 - 360",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","340 - 360",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","360 - 380",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","360 - 380",NA,"3",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","360 - 380",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","380 - 400",NA,"2",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","380 - 400",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","380 - 400",NA,"1",0,0,NA,"PASCON","Paspalum conjugatum","Hilo grass","Grass","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","400 - 420",NA,"4",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","400 - 420",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","420 - 440",NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","440 - 460",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","460 - 480",NA,"1",-1,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","460 - 480",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","5",19.354402,-155.163908,"EPSG: 4326","2010-10-18","Corie Yanger | Lauren Greig | Reid Loo","Transects enters 2003 Luhi burned area around 700m.","480 - 500",NA,"1",0,0,NA,"PSICAT","Psidium cattleianum","strawberry guava","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104132831-746006906.032562","20110104124353-241219.997406006"
